Sample Name	Protocol REF	Parameter Value[FHB]	Unit	Term Source REF	Parameter Value[DTR]	Unit	Term Source REF	Parameter Value[SEP]	Unit	Term Source REF
sample_3673	Phenotyping	8.26666666666667	score	UO		score	UO		score	UO
sample_3674	Phenotyping	37.8888888888889	score	UO		score	UO		score	UO
sample_3675	Phenotyping	40.8888888888889	score	UO		score	UO		score	UO
sample_3676	Phenotyping	11.5222222222222	score	UO		score	UO		score	UO
sample_3677	Phenotyping	5.51111111111111	score	UO		score	UO		score	UO
sample_3678	Phenotyping	4.58888888888889	score	UO		score	UO		score	UO
sample_3679	Phenotyping	14.8222222222222	score	UO		score	UO		score	UO
sample_368	Phenotyping	15.3333333333333	score	UO		score	UO		score	UO
sample_3680	Phenotyping	17.5	score	UO		score	UO		score	UO
sample_3681	Phenotyping	18.3166666666667	score	UO		score	UO		score	UO
sample_3682	Phenotyping	12.8	score	UO		score	UO		score	UO
sample_3683	Phenotyping	19.25	score	UO		score	UO		score	UO
sample_3684	Phenotyping	14.5044444444444	score	UO		score	UO		score	UO
sample_3685	Phenotyping	8.79111111111111	score	UO		score	UO		score	UO
sample_3686	Phenotyping	11.2066666666667	score	UO		score	UO		score	UO
sample_3687	Phenotyping	8.68888888888889	score	UO		score	UO		score	UO
sample_3688	Phenotyping	7.58333333333333	score	UO		score	UO		score	UO
sample_3689	Phenotyping	9.16111111111111	score	UO		score	UO		score	UO
sample_369	Phenotyping	30.0	score	UO		score	UO		score	UO
sample_3690	Phenotyping	6.96666666666667	score	UO		score	UO		score	UO
sample_3691	Phenotyping	3.11111111111111	score	UO		score	UO		score	UO
sample_3692	Phenotyping	11.8833333333333	score	UO		score	UO		score	UO
sample_3693	Phenotyping	11.1111111111111	score	UO		score	UO		score	UO
sample_3694	Phenotyping	17.2666666666667	score	UO		score	UO		score	UO
sample_3695	Phenotyping	3.41666666666667	score	UO		score	UO		score	UO
sample_3696	Phenotyping	6.70555555555556	score	UO		score	UO		score	UO
sample_3697	Phenotyping	10.1	score	UO		score	UO		score	UO
sample_3698	Phenotyping	14.3	score	UO		score	UO		score	UO
sample_3699	Phenotyping	13.0	score	UO		score	UO		score	UO
sample_37	Phenotyping	6.66666666666667	score	UO		score	UO		score	UO
sample_370	Phenotyping	0.933333333333333	score	UO		score	UO		score	UO
sample_3700	Phenotyping	22.4	score	UO		score	UO		score	UO
sample_3701	Phenotyping	10.6611111111111	score	UO		score	UO		score	UO
sample_3702	Phenotyping	17.0488888888889	score	UO		score	UO		score	UO
sample_3703	Phenotyping	4.13333333333333	score	UO		score	UO		score	UO
sample_3704	Phenotyping	6.70833333333333	score	UO		score	UO		score	UO
sample_3705	Phenotyping	14.4611111111111	score	UO		score	UO		score	UO
sample_3706	Phenotyping	13.2888888888889	score	UO		score	UO		score	UO
sample_3707	Phenotyping	26.4333333333333	score	UO		score	UO		score	UO
sample_3708	Phenotyping	25.3333333333333	score	UO		score	UO		score	UO
sample_3709	Phenotyping	15.0	score	UO		score	UO		score	UO
sample_371	Phenotyping	2.68222222222222	score	UO		score	UO		score	UO
sample_3710	Phenotyping	9.92444444444445	score	UO		score	UO		score	UO
sample_3711	Phenotyping	14.0622222222222	score	UO		score	UO		score	UO
sample_3712	Phenotyping	20.2111111111111	score	UO		score	UO		score	UO
sample_3713	Phenotyping	19.6	score	UO		score	UO		score	UO
sample_3714	Phenotyping	2.87777777777778	score	UO		score	UO		score	UO
sample_3715	Phenotyping	16.6666666666667	score	UO		score	UO		score	UO
sample_3716	Phenotyping	17.4222222222222	score	UO		score	UO		score	UO
sample_3717	Phenotyping	7.76	score	UO		score	UO		score	UO
sample_3718	Phenotyping	21.0833333333333	score	UO		score	UO		score	UO
sample_3719	Phenotyping	26.4	score	UO		score	UO		score	UO
sample_372	Phenotyping	2.48111111111111	score	UO		score	UO		score	UO
sample_3720	Phenotyping	27.4444444444444	score	UO		score	UO		score	UO
sample_3721	Phenotyping	24.4	score	UO		score	UO		score	UO
sample_3722	Phenotyping	31.0	score	UO		score	UO		score	UO
sample_3723	Phenotyping	31.6666666666667	score	UO		score	UO		score	UO
sample_3724	Phenotyping	22.0	score	UO		score	UO		score	UO
sample_3725	Phenotyping	26.0	score	UO		score	UO		score	UO
sample_3726	Phenotyping	2.88888888888889	score	UO		score	UO		score	UO
sample_3727	Phenotyping	11.7933333333333	score	UO		score	UO		score	UO
sample_3728	Phenotyping	17.7222222222222	score	UO		score	UO		score	UO
sample_3729	Phenotyping	20.4611111111111	score	UO		score	UO		score	UO
sample_373	Phenotyping	4.44888888888889	score	UO		score	UO		score	UO
sample_3730	Phenotyping	24.1111111111111	score	UO		score	UO		score	UO
sample_3731	Phenotyping	8.31111111111111	score	UO		score	UO		score	UO
sample_3732	Phenotyping	12.4666666666667	score	UO		score	UO		score	UO
sample_3733	Phenotyping	19.3083333333333	score	UO		score	UO		score	UO
sample_3734	Phenotyping	34.6222222222222	score	UO		score	UO		score	UO
sample_3735	Phenotyping	21.3388888888889	score	UO		score	UO		score	UO
sample_3736	Phenotyping	6.44	score	UO		score	UO		score	UO
sample_3737	Phenotyping	8.4	score	UO		score	UO		score	UO
sample_3738	Phenotyping	3.11111111111111	score	UO		score	UO		score	UO
sample_3739	Phenotyping	18.0444444444444	score	UO		score	UO		score	UO
sample_374	Phenotyping	3.67333333333333	score	UO		score	UO		score	UO
sample_3740	Phenotyping	13.5111111111111	score	UO		score	UO		score	UO
sample_3741	Phenotyping	11.0833333333333	score	UO		score	UO		score	UO
sample_3742	Phenotyping	17.85	score	UO		score	UO		score	UO
sample_3743	Phenotyping	19.5555555555556	score	UO		score	UO		score	UO
sample_3744	Phenotyping	20.0622222222222	score	UO		score	UO		score	UO
sample_3745	Phenotyping	10.2222222222222	score	UO		score	UO		score	UO
sample_3746	Phenotyping	11.9	score	UO		score	UO		score	UO
sample_3747	Phenotyping	16.6666666666667	score	UO		score	UO		score	UO
sample_3748	Phenotyping	9.6	score	UO		score	UO		score	UO
sample_3749	Phenotyping	6.35555555555556	score	UO		score	UO		score	UO
sample_375	Phenotyping	7.91666666666667	score	UO		score	UO		score	UO
sample_3750	Phenotyping	10.5555555555556	score	UO		score	UO		score	UO
sample_3751	Phenotyping	12.0	score	UO		score	UO		score	UO
sample_3752	Phenotyping	14.7888888888889	score	UO		score	UO		score	UO
sample_3753	Phenotyping	18.0	score	UO		score	UO		score	UO
sample_3754	Phenotyping	18.4722222222222	score	UO		score	UO		score	UO
sample_3755	Phenotyping	20.15	score	UO		score	UO		score	UO
sample_3756	Phenotyping	11.5511111111111	score	UO		score	UO		score	UO
sample_3757	Phenotyping	23.1111111111111	score	UO		score	UO		score	UO
sample_3758	Phenotyping	16.6444444444444	score	UO		score	UO		score	UO
sample_3759	Phenotyping	17.3555555555556	score	UO		score	UO		score	UO
sample_376	Phenotyping	10.3244444444444	score	UO		score	UO		score	UO
sample_3760	Phenotyping	22.6666666666667	score	UO		score	UO		score	UO
sample_3761	Phenotyping	24.6944444444444	score	UO		score	UO		score	UO
sample_3762	Phenotyping	24.0	score	UO		score	UO		score	UO
sample_3763	Phenotyping	7.07777777777778	score	UO		score	UO		score	UO
sample_3764	Phenotyping	7.00555555555556	score	UO		score	UO		score	UO
sample_3765	Phenotyping	11.0	score	UO		score	UO		score	UO
sample_3766	Phenotyping	18.4	score	UO		score	UO		score	UO
sample_3767	Phenotyping	13.6666666666667	score	UO		score	UO		score	UO
sample_3768	Phenotyping	27.75	score	UO		score	UO		score	UO
sample_3769	Phenotyping	4.96111111111111	score	UO		score	UO		score	UO
sample_377	Phenotyping	8.78333333333333	score	UO		score	UO		score	UO
sample_3770	Phenotyping	6.75555555555556	score	UO		score	UO		score	UO
sample_3771	Phenotyping	8.33777777777778	score	UO		score	UO		score	UO
sample_3772	Phenotyping	14.1666666666667	score	UO		score	UO		score	UO
sample_3773	Phenotyping	18.3333333333333	score	UO		score	UO		score	UO
sample_3774	Phenotyping	16.8888888888889	score	UO		score	UO		score	UO
sample_3775	Phenotyping	16.0488888888889	score	UO		score	UO		score	UO
sample_3776	Phenotyping	20.5333333333333	score	UO		score	UO		score	UO
sample_3777	Phenotyping	22.6777777777778	score	UO		score	UO		score	UO
sample_3778	Phenotyping	9.77777777777778	score	UO		score	UO		score	UO
sample_3779	Phenotyping	8.0	score	UO		score	UO		score	UO
sample_378	Phenotyping	11.56	score	UO		score	UO		score	UO
sample_3780	Phenotyping	5.37777777777778	score	UO		score	UO		score	UO
sample_3781	Phenotyping	19.3333333333333	score	UO		score	UO		score	UO
sample_3782	Phenotyping	13.91	score	UO		score	UO		score	UO
sample_3783	Phenotyping	13.3933333333333	score	UO		score	UO		score	UO
sample_3784	Phenotyping	20.5677777777778	score	UO		score	UO		score	UO
sample_3785	Phenotyping	19.9333333333333	score	UO		score	UO		score	UO
sample_3786	Phenotyping	27.4444444444444	score	UO		score	UO		score	UO
sample_3787	Phenotyping	16.7777777777778	score	UO		score	UO		score	UO
sample_3788	Phenotyping	15.34	score	UO		score	UO		score	UO
sample_3789	Phenotyping	18.3333333333333	score	UO		score	UO		score	UO
sample_379	Phenotyping	6.64444444444444	score	UO		score	UO		score	UO
sample_3790	Phenotyping	13.7888888888889	score	UO		score	UO		score	UO
sample_3791	Phenotyping	16.3822222222222	score	UO		score	UO		score	UO
sample_3792	Phenotyping	4.0	score	UO		score	UO		score	UO
sample_3793	Phenotyping	30.1277777777778	score	UO		score	UO		score	UO
sample_3794	Phenotyping	27.4	score	UO		score	UO		score	UO
sample_3795	Phenotyping	32.7222222222222	score	UO		score	UO		score	UO
sample_3796	Phenotyping	12.4555555555556	score	UO		score	UO		score	UO
sample_3797	Phenotyping	12.8066666666667	score	UO		score	UO		score	UO
sample_3798	Phenotyping	12.4666666666667	score	UO		score	UO		score	UO
sample_3799	Phenotyping	22.0	score	UO		score	UO		score	UO
sample_38	Phenotyping	6.0	score	UO		score	UO		score	UO
sample_380	Phenotyping	4.83888888888889	score	UO		score	UO		score	UO
sample_3800	Phenotyping	29.5555555555556	score	UO		score	UO		score	UO
sample_3801	Phenotyping	21.8722222222222	score	UO		score	UO		score	UO
sample_3802	Phenotyping	4.36944444444445	score	UO		score	UO		score	UO
sample_3803	Phenotyping	4.33333333333333	score	UO		score	UO		score	UO
sample_3804	Phenotyping	4.7	score	UO		score	UO		score	UO
sample_3805	Phenotyping	19.0222222222222	score	UO		score	UO		score	UO
sample_3806	Phenotyping	18.7833333333333	score	UO		score	UO		score	UO
sample_3807	Phenotyping	20.3333333333333	score	UO		score	UO		score	UO
sample_3808	Phenotyping	10.4377777777778	score	UO		score	UO		score	UO
sample_3809	Phenotyping	9.15444444444444	score	UO		score	UO		score	UO
sample_381	Phenotyping	4.62222222222222	score	UO		score	UO		score	UO
sample_3810	Phenotyping	10.8722222222222	score	UO		score	UO		score	UO
sample_3811	Phenotyping	13.4055555555556	score	UO		score	UO		score	UO
sample_3812	Phenotyping	11.8333333333333	score	UO		score	UO		score	UO
sample_3813	Phenotyping	17.3555555555556	score	UO		score	UO		score	UO
sample_3814	Phenotyping	25.0	score	UO		score	UO		score	UO
sample_3815	Phenotyping	31.4166666666667	score	UO		score	UO		score	UO
sample_3816	Phenotyping	6.22222222222222	score	UO		score	UO		score	UO
sample_3817	Phenotyping	26.25	score	UO		score	UO		score	UO
sample_3818	Phenotyping	17.0666666666667	score	UO		score	UO		score	UO
sample_3819	Phenotyping	21.3388888888889	score	UO		score	UO		score	UO
sample_382	Phenotyping	13.0	score	UO		score	UO		score	UO
sample_3820	Phenotyping	26.4	score	UO		score	UO		score	UO
sample_3821	Phenotyping	21.25	score	UO		score	UO		score	UO
sample_3822	Phenotyping	24.4	score	UO		score	UO		score	UO
sample_3823	Phenotyping	14.6666666666667	score	UO		score	UO		score	UO
sample_3824	Phenotyping	20.15	score	UO		score	UO		score	UO
sample_3825	Phenotyping	7.36666666666667	score	UO		score	UO		score	UO
sample_3826	Phenotyping	15.34	score	UO		score	UO		score	UO
sample_3827	Phenotyping	16.9333333333333	score	UO		score	UO		score	UO
sample_3828	Phenotyping	18.75	score	UO		score	UO		score	UO
sample_3829	Phenotyping	21.59	score	UO		score	UO		score	UO
sample_383	Phenotyping	13.4722222222222	score	UO		score	UO		score	UO
sample_3830	Phenotyping	20.0611111111111	score	UO		score	UO		score	UO
sample_3831	Phenotyping	19.4444444444444	score	UO		score	UO		score	UO
sample_3832	Phenotyping	13.8111111111111	score	UO		score	UO		score	UO
sample_3833	Phenotyping	15.5888888888889	score	UO		score	UO		score	UO
sample_3834	Phenotyping	16.3333333333333	score	UO		score	UO		score	UO
sample_3835	Phenotyping	7.125	score	UO		score	UO		score	UO
sample_3836	Phenotyping	10.2	score	UO		score	UO		score	UO
sample_3837	Phenotyping	8.6	score	UO		score	UO		score	UO
sample_3838	Phenotyping	26.5833333333333	score	UO		score	UO		score	UO
sample_3839	Phenotyping	27.4444444444444	score	UO		score	UO		score	UO
sample_384	Phenotyping	13.1944444444444	score	UO		score	UO		score	UO
sample_3840	Phenotyping	22.6666666666667	score	UO		score	UO		score	UO
sample_3841	Phenotyping	19.8055555555556	score	UO		score	UO		score	UO
sample_3842	Phenotyping	21.75	score	UO		score	UO		score	UO
sample_3843	Phenotyping	24.5555555555556	score	UO		score	UO		score	UO
sample_3844	Phenotyping	9.6	score	UO		score	UO		score	UO
sample_3845	Phenotyping	6.33333333333333	score	UO		score	UO		score	UO
sample_3846	Phenotyping	6.0	score	UO		score	UO		score	UO
sample_3847	Phenotyping	5.83333333333333	score	UO		score	UO		score	UO
sample_3848	Phenotyping	5.90277777777778	score	UO		score	UO		score	UO
sample_3849	Phenotyping	5.33333333333333	score	UO		score	UO		score	UO
sample_385	Phenotyping	12.8333333333333	score	UO		score	UO		score	UO
sample_3850	Phenotyping	19.2	score	UO		score	UO		score	UO
sample_3851	Phenotyping	14.6844444444444	score	UO		score	UO		score	UO
sample_3852	Phenotyping	15.5222222222222	score	UO		score	UO		score	UO
sample_3853	Phenotyping	12.9833333333333	score	UO		score	UO		score	UO
sample_3854	Phenotyping	7.62222222222222	score	UO		score	UO		score	UO
sample_3855	Phenotyping	13.1833333333333	score	UO		score	UO		score	UO
sample_3856	Phenotyping	20.8	score	UO		score	UO		score	UO
sample_3857	Phenotyping	16.3888888888889	score	UO		score	UO		score	UO
sample_3858	Phenotyping	29.1666666666667	score	UO		score	UO		score	UO
sample_3859	Phenotyping	7.3	score	UO		score	UO		score	UO
sample_386	Phenotyping	12.8333333333333	score	UO		score	UO		score	UO
sample_3860	Phenotyping	4.53444444444445	score	UO		score	UO		score	UO
sample_3861	Phenotyping	8.55555555555556	score	UO		score	UO		score	UO
sample_3862	Phenotyping	20.7	score	UO		score	UO		score	UO
sample_3863	Phenotyping	18.9444444444444	score	UO		score	UO		score	UO
sample_3864	Phenotyping	29.0	score	UO		score	UO		score	UO
sample_3865	Phenotyping	33.4444444444444	score	UO		score	UO		score	UO
sample_3866	Phenotyping	39.1111111111111	score	UO		score	UO		score	UO
sample_3867	Phenotyping	36.6666666666667	score	UO		score	UO		score	UO
sample_3868	Phenotyping	7.77777777777778	score	UO		score	UO		score	UO
sample_3869	Phenotyping	7.85388888888889	score	UO		score	UO		score	UO
sample_387	Phenotyping	26.3888888888889	score	UO		score	UO		score	UO
sample_3870	Phenotyping	8.76111111111111	score	UO		score	UO		score	UO
sample_3871	Phenotyping	26.0	score	UO		score	UO		score	UO
sample_3872	Phenotyping	26.1055555555556	score	UO		score	UO		score	UO
sample_3873	Phenotyping	20.8844444444444	score	UO		score	UO		score	UO
sample_3874	Phenotyping	11.6666666666667	score	UO		score	UO		score	UO
sample_3875	Phenotyping	5.76111111111111	score	UO		score	UO		score	UO
sample_3876	Phenotyping	4.2	score	UO		score	UO		score	UO
sample_3877	Phenotyping	10.8722222222222	score	UO		score	UO		score	UO
sample_3878	Phenotyping	6.25333333333333	score	UO		score	UO		score	UO
sample_3879	Phenotyping	10.7666666666667	score	UO		score	UO		score	UO
sample_388	Phenotyping	12.35	score	UO		score	UO		score	UO
sample_3880	Phenotyping	16.2222222222222	score	UO		score	UO		score	UO
sample_3881	Phenotyping	14.1066666666667	score	UO		score	UO		score	UO
sample_3882	Phenotyping	2.53333333333333	score	UO		score	UO		score	UO
sample_3883	Phenotyping	24.5833333333333	score	UO		score	UO		score	UO
sample_3884	Phenotyping	16.1333333333333	score	UO		score	UO		score	UO
sample_3885	Phenotyping	19.1666666666667	score	UO		score	UO		score	UO
sample_3886	Phenotyping	27.8666666666667	score	UO		score	UO		score	UO
sample_3887	Phenotyping	22.9333333333333	score	UO		score	UO		score	UO
sample_3888	Phenotyping	23.3333333333333	score	UO		score	UO		score	UO
sample_3889	Phenotyping	16.6444444444444	score	UO		score	UO		score	UO
sample_389	Phenotyping	23.3611111111111	score	UO		score	UO		score	UO
sample_3890	Phenotyping	10.2	score	UO		score	UO		score	UO
sample_3891	Phenotyping	13.3	score	UO		score	UO		score	UO
sample_3892	Phenotyping	27.4	score	UO		score	UO		score	UO
sample_3893	Phenotyping	29.5555555555556	score	UO		score	UO		score	UO
sample_3894	Phenotyping	33.8333333333333	score	UO		score	UO		score	UO
sample_3895	Phenotyping	13.86	score	UO		score	UO		score	UO
sample_3896	Phenotyping	11.7222222222222	score	UO		score	UO		score	UO
sample_3897	Phenotyping	13.6722222222222	score	UO		score	UO		score	UO
sample_3898	Phenotyping	41.25	score	UO		score	UO		score	UO
sample_3899	Phenotyping	43.75	score	UO		score	UO		score	UO
sample_39	Phenotyping	11.0833333333333	score	UO		score	UO		score	UO
sample_390	Phenotyping	17.8888888888889	score	UO		score	UO		score	UO
sample_3900	Phenotyping	39.6666666666667	score	UO		score	UO		score	UO
sample_3901	Phenotyping	7.0	score	UO		score	UO		score	UO
sample_3902	Phenotyping	7.23555555555556	score	UO		score	UO		score	UO
sample_3903	Phenotyping	5.82666666666667	score	UO		score	UO		score	UO
sample_3904	Phenotyping	6.13888888888889	score	UO		score	UO		score	UO
sample_3905	Phenotyping	6.77666666666667	score	UO		score	UO		score	UO
sample_3906	Phenotyping	16.7388888888889	score	UO		score	UO		score	UO
sample_3907	Phenotyping	16.2555555555556	score	UO		score	UO		score	UO
sample_3908	Phenotyping	15.4	score	UO		score	UO		score	UO
sample_3909	Phenotyping	21.8055555555556	score	UO		score	UO		score	UO
sample_391	Phenotyping	8.94555555555556	score	UO		score	UO		score	UO
sample_3910	Phenotyping	23.7222222222222	score	UO		score	UO		score	UO
sample_3911	Phenotyping	29.8666666666667	score	UO		score	UO		score	UO
sample_3912	Phenotyping	19.8055555555556	score	UO		score	UO		score	UO
sample_3913	Phenotyping	24.2666666666667	score	UO		score	UO		score	UO
sample_3914	Phenotyping	25.6666666666667	score	UO		score	UO		score	UO
sample_3915	Phenotyping	21.3333333333333	score	UO		score	UO		score	UO
sample_3916	Phenotyping	19.2111111111111	score	UO		score	UO		score	UO
sample_3917	Phenotyping	12.75	score	UO		score	UO		score	UO
sample_3918	Phenotyping	12.6666666666667	score	UO		score	UO		score	UO
sample_3919	Phenotyping	18.5277777777778	score	UO		score	UO		score	UO
sample_392	Phenotyping	10.1055555555556	score	UO		score	UO		score	UO
sample_3920	Phenotyping	20.41	score	UO		score	UO		score	UO
sample_3921	Phenotyping	18.0711111111111	score	UO		score	UO		score	UO
sample_3922	Phenotyping	26.3888888888889	score	UO		score	UO		score	UO
sample_3923	Phenotyping	27.3888888888889	score	UO		score	UO		score	UO
sample_3924	Phenotyping	24.8444444444444	score	UO		score	UO		score	UO
sample_3925	Phenotyping	25.3333333333333	score	UO		score	UO		score	UO
sample_3926	Phenotyping	21.5277777777778	score	UO		score	UO		score	UO
sample_3927	Phenotyping	24.5555555555556	score	UO		score	UO		score	UO
sample_3928	Phenotyping	10.85	score	UO		score	UO		score	UO
sample_3929	Phenotyping	8.94555555555556	score	UO		score	UO		score	UO
sample_393	Phenotyping	16.5	score	UO		score	UO		score	UO
sample_3930	Phenotyping	7.77777777777778	score	UO		score	UO		score	UO
sample_3931	Phenotyping	13.4444444444444	score	UO		score	UO		score	UO
sample_3932	Phenotyping	11.8222222222222	score	UO		score	UO		score	UO
sample_3933	Phenotyping	16.1	score	UO		score	UO		score	UO
sample_3934	Phenotyping	8.19222222222222	score	UO		score	UO		score	UO
sample_3935	Phenotyping	4.82222222222222	score	UO		score	UO		score	UO
sample_3936	Phenotyping	7.22111111111111	score	UO		score	UO		score	UO
sample_3937	Phenotyping	7.08333333333333	score	UO		score	UO		score	UO
sample_3938	Phenotyping	5.4	score	UO		score	UO		score	UO
sample_3939	Phenotyping	6.22222222222222	score	UO		score	UO		score	UO
sample_394	Phenotyping	11.4333333333333	score	UO		score	UO		score	UO
sample_3940	Phenotyping	5.88888888888889	score	UO		score	UO		score	UO
sample_3941	Phenotyping	2.92777777777778	score	UO		score	UO		score	UO
sample_3942	Phenotyping	3.2	score	UO		score	UO		score	UO
sample_3943	Phenotyping	18.6666666666667	score	UO		score	UO		score	UO
sample_3944	Phenotyping	15.3333333333333	score	UO		score	UO		score	UO
sample_3945	Phenotyping	28.5833333333333	score	UO		score	UO		score	UO
sample_3946	Phenotyping	10.9933333333333	score	UO		score	UO		score	UO
sample_3947	Phenotyping	9.77777777777778	score	UO		score	UO		score	UO
sample_3948	Phenotyping	16.2277777777778	score	UO		score	UO		score	UO
sample_3949	Phenotyping	16.0444444444444	score	UO		score	UO		score	UO
sample_395	Phenotyping	10.5555555555556	score	UO		score	UO		score	UO
sample_3950	Phenotyping	21.25	score	UO		score	UO		score	UO
sample_3951	Phenotyping	24.2711111111111	score	UO		score	UO		score	UO
sample_3952	Phenotyping	8.57666666666667	score	UO		score	UO		score	UO
sample_3953	Phenotyping	6.42333333333333	score	UO		score	UO		score	UO
sample_3954	Phenotyping	10.0	score	UO		score	UO		score	UO
sample_3955	Phenotyping	17.25	score	UO		score	UO		score	UO
sample_3956	Phenotyping	12.4833333333333	score	UO		score	UO		score	UO
sample_3957	Phenotyping	14.9111111111111	score	UO		score	UO		score	UO
sample_3958	Phenotyping	18.9444444444444	score	UO		score	UO		score	UO
sample_3959	Phenotyping	13.8888888888889	score	UO		score	UO		score	UO
sample_396	Phenotyping	9.77777777777778	score	UO		score	UO		score	UO
sample_3960	Phenotyping	22.6777777777778	score	UO		score	UO		score	UO
sample_3961	Phenotyping	21.71	score	UO		score	UO		score	UO
sample_3962	Phenotyping	15.5266666666667	score	UO		score	UO		score	UO
sample_3963	Phenotyping	14.0	score	UO		score	UO		score	UO
sample_3964	Phenotyping	14.0	score	UO		score	UO		score	UO
sample_3965	Phenotyping	13.1111111111111	score	UO		score	UO		score	UO
sample_3966	Phenotyping	9.71111111111111	score	UO		score	UO		score	UO
sample_3967	Phenotyping	15.9722222222222	score	UO		score	UO		score	UO
sample_3968	Phenotyping	13.7222222222222	score	UO		score	UO		score	UO
sample_3969	Phenotyping	12.4833333333333	score	UO		score	UO		score	UO
sample_397	Phenotyping	2.16666666666667	score	UO		score	UO		score	UO
sample_3970	Phenotyping	2.36666666666667	score	UO		score	UO		score	UO
sample_3971	Phenotyping	2.48888888888889	score	UO		score	UO		score	UO
sample_3972	Phenotyping	1.53333333333333	score	UO		score	UO		score	UO
sample_3973	Phenotyping	13.1833333333333	score	UO		score	UO		score	UO
sample_3974	Phenotyping	6.61111111111111	score	UO		score	UO		score	UO
sample_3975	Phenotyping	10.7777777777778	score	UO		score	UO		score	UO
sample_3976	Phenotyping	8.26333333333333	score	UO		score	UO		score	UO
sample_3977	Phenotyping	19.1888888888889	score	UO		score	UO		score	UO
sample_3978	Phenotyping	13.6722222222222	score	UO		score	UO		score	UO
sample_3979	Phenotyping	5.96888888888889	score	UO		score	UO		score	UO
sample_398	Phenotyping	2.48888888888889	score	UO		score	UO		score	UO
sample_3980	Phenotyping	3.68	score	UO		score	UO		score	UO
sample_3981	Phenotyping	5.38333333333333	score	UO		score	UO		score	UO
sample_3982	Phenotyping	8.58333333333333	score	UO		score	UO		score	UO
sample_3983	Phenotyping	14.6666666666667	score	UO		score	UO		score	UO
sample_3984	Phenotyping	13.6888888888889	score	UO		score	UO		score	UO
sample_3985	Phenotyping	12.2	score	UO		score	UO		score	UO
sample_3986	Phenotyping	14.95	score	UO		score	UO		score	UO
sample_3987	Phenotyping	12.61	score	UO		score	UO		score	UO
sample_3988	Phenotyping	11.5	score	UO		score	UO		score	UO
sample_3989	Phenotyping	11.5711111111111	score	UO		score	UO		score	UO
sample_399	Phenotyping	6.77222222222222	score	UO		score	UO		score	UO
sample_3990	Phenotyping	16.2277777777778	score	UO		score	UO		score	UO
sample_3991	Phenotyping	13.7	score	UO		score	UO		score	UO
sample_3992	Phenotyping	15.75	score	UO		score	UO		score	UO
sample_3993	Phenotyping	8.4	score	UO		score	UO		score	UO
sample_3994	Phenotyping	8.71111111111111	score	UO		score	UO		score	UO
sample_3995	Phenotyping	10.3444444444444	score	UO		score	UO		score	UO
sample_3996	Phenotyping	15.5555555555556	score	UO		score	UO		score	UO
sample_3997	Phenotyping	7.71555555555556	score	UO		score	UO		score	UO
sample_3998	Phenotyping	8.0	score	UO		score	UO		score	UO
sample_3999	Phenotyping	4.31777777777778	score	UO		score	UO		score	UO
sample_4	Phenotyping	2.66333333333333	score	UO		score	UO		score	UO
sample_40	Phenotyping	18.5277777777778	score	UO		score	UO		score	UO
sample_400	Phenotyping	4.84166666666667	score	UO		score	UO		score	UO
sample_4000	Phenotyping	3.06111111111111	score	UO		score	UO		score	UO
sample_4001	Phenotyping	3.85	score	UO		score	UO		score	UO
sample_4002	Phenotyping	8.98333333333333	score	UO		score	UO		score	UO
sample_4003	Phenotyping	8.66666666666667	score	UO		score	UO		score	UO
sample_4004	Phenotyping	8.48888888888889	score	UO		score	UO		score	UO
sample_4005	Phenotyping	10.1111111111111	score	UO		score	UO		score	UO
sample_4006	Phenotyping	6.0	score	UO		score	UO		score	UO
sample_4007	Phenotyping	13.8277777777778	score	UO		score	UO		score	UO
sample_4008	Phenotyping	11.6666666666667	score	UO		score	UO		score	UO
sample_4009	Phenotyping	17.6333333333333	score	UO		score	UO		score	UO
sample_401	Phenotyping	6.1	score	UO		score	UO		score	UO
sample_4010	Phenotyping	19.7333333333333	score	UO		score	UO		score	UO
sample_4011	Phenotyping	22.2222222222222	score	UO		score	UO		score	UO
sample_4012	Phenotyping	7.55555555555556	score	UO		score	UO		score	UO
sample_4013	Phenotyping	6.7	score	UO		score	UO		score	UO
sample_4014	Phenotyping	6.35555555555555	score	UO		score	UO		score	UO
sample_4015	Phenotyping	15.3333333333333	score	UO		score	UO		score	UO
sample_4016	Phenotyping	19.8611111111111	score	UO		score	UO		score	UO
sample_4017	Phenotyping	13.5	score	UO		score	UO		score	UO
sample_4018	Phenotyping	14.5833333333333	score	UO		score	UO		score	UO
sample_4019	Phenotyping	13.0	score	UO		score	UO		score	UO
sample_402	Phenotyping	6.44	score	UO		score	UO		score	UO
sample_4020	Phenotyping	10.6166666666667	score	UO		score	UO		score	UO
sample_4021	Phenotyping	21.5833333333333	score	UO		score	UO		score	UO
sample_4022	Phenotyping	26.1055555555556	score	UO		score	UO		score	UO
sample_4023	Phenotyping	4.66666666666667	score	UO		score	UO		score	UO
sample_4024	Phenotyping	18.7	score	UO		score	UO		score	UO
sample_4025	Phenotyping	20.5555555555556	score	UO		score	UO		score	UO
sample_4026	Phenotyping	16.6777777777778	score	UO		score	UO		score	UO
sample_4027	Phenotyping	21.5277777777778	score	UO		score	UO		score	UO
sample_4028	Phenotyping	26.7222222222222	score	UO		score	UO		score	UO
sample_4029	Phenotyping	14.9333333333333	score	UO		score	UO		score	UO
sample_403	Phenotyping	7.95833333333333	score	UO		score	UO		score	UO
