Sample Name	Protocol REF	Parameter Value[FHB]	Unit	Term Source REF	Parameter Value[DTR]	Unit	Term Source REF	Parameter Value[SEP]	Unit	Term Source REF
sample_2104	Phenotyping	15.0	score	UO		score	UO	4.0	score	UO
sample_2105	Phenotyping	6.4625	score	UO		score	UO	4.0	score	UO
sample_2106	Phenotyping	13.8125	score	UO		score	UO	3.25	score	UO
sample_2107	Phenotyping	6.75	score	UO		score	UO	3.5	score	UO
sample_2108	Phenotyping	5.25	score	UO		score	UO	3.5	score	UO
sample_2109	Phenotyping	3.0	score	UO		score	UO	2.5	score	UO
sample_211	Phenotyping	13.7133333333333	score	UO		score	UO		score	UO
sample_2110	Phenotyping	5.5	score	UO		score	UO	10.0	score	UO
sample_2111	Phenotyping	6.0	score	UO		score	UO	10.0	score	UO
sample_2112	Phenotyping	6.75	score	UO		score	UO	28.25	score	UO
sample_2113	Phenotyping	3.75	score	UO		score	UO	2.75	score	UO
sample_2114	Phenotyping	3.125	score	UO		score	UO	2.75	score	UO
sample_2115	Phenotyping	3.15	score	UO		score	UO	2.75	score	UO
sample_2116	Phenotyping	4.4	score	UO		score	UO	2.75	score	UO
sample_2117	Phenotyping	5.25	score	UO		score	UO	2.75	score	UO
sample_2118	Phenotyping	6.475	score	UO		score	UO	4.0	score	UO
sample_2119	Phenotyping	3.7125	score	UO		score	UO	7.0	score	UO
sample_212	Phenotyping	15.5888888888889	score	UO		score	UO		score	UO
sample_2120	Phenotyping	4.8125	score	UO		score	UO	7.0	score	UO
sample_2121	Phenotyping	8.9375	score	UO		score	UO	7.25	score	UO
sample_2122	Phenotyping	5.875	score	UO		score	UO	5.75	score	UO
sample_2123	Phenotyping	7.125	score	UO		score	UO	5.75	score	UO
sample_2124	Phenotyping	7.875	score	UO		score	UO	2.0	score	UO
sample_2125	Phenotyping	17.5	score	UO		score	UO	1.25	score	UO
sample_2126	Phenotyping	20.0	score	UO		score	UO	1.25	score	UO
sample_2127	Phenotyping	15.5	score	UO		score	UO	0.25	score	UO
sample_2128	Phenotyping	17.8125	score	UO		score	UO	1.75	score	UO
sample_2129	Phenotyping	14.0	score	UO		score	UO	1.75	score	UO
sample_213	Phenotyping	17.7222222222222	score	UO		score	UO		score	UO
sample_2130	Phenotyping	24.9375	score	UO		score	UO	4.0	score	UO
sample_2131	Phenotyping	7.6	score	UO		score	UO	1.75	score	UO
sample_2132	Phenotyping	2.55	score	UO		score	UO	1.75	score	UO
sample_2133	Phenotyping	4.8875	score	UO		score	UO	0.25	score	UO
sample_2134	Phenotyping	22.0	score	UO		score	UO	2.0	score	UO
sample_2135	Phenotyping	13.125	score	UO		score	UO	2.0	score	UO
sample_2136	Phenotyping	24.0	score	UO		score	UO	1.25	score	UO
sample_2137	Phenotyping	4.5	score	UO		score	UO	1.25	score	UO
sample_2138	Phenotyping	1.95	score	UO		score	UO	1.25	score	UO
sample_2139	Phenotyping	1.4	score	UO		score	UO	0.5	score	UO
sample_214	Phenotyping	20.7822222222222	score	UO		score	UO		score	UO
sample_2140	Phenotyping	2.1125	score	UO		score	UO	2.0	score	UO
sample_2141	Phenotyping	2.5875	score	UO		score	UO	2.0	score	UO
sample_2142	Phenotyping	1.125	score	UO		score	UO	1.25	score	UO
sample_2143	Phenotyping	1.0	score	UO		score	UO	6.5	score	UO
sample_2144	Phenotyping	1.1	score	UO		score	UO	6.5	score	UO
sample_2145	Phenotyping	0.84375	score	UO		score	UO	2.5	score	UO
sample_2146	Phenotyping	0.75625	score	UO		score	UO	1.25	score	UO
sample_2147	Phenotyping	2.5875	score	UO		score	UO	1.25	score	UO
sample_2148	Phenotyping	4.05	score	UO		score	UO	1.0	score	UO
sample_2149	Phenotyping	0.84375	score	UO		score	UO	1.0	score	UO
sample_215	Phenotyping	22.5	score	UO		score	UO		score	UO
sample_2150	Phenotyping	2.925	score	UO		score	UO	1.0	score	UO
sample_2151	Phenotyping	2.4	score	UO		score	UO	1.0	score	UO
sample_2152	Phenotyping	9.75	score	UO		score	UO	5.25	score	UO
sample_2153	Phenotyping	12.75	score	UO		score	UO	5.25	score	UO
sample_2154	Phenotyping	9.75	score	UO		score	UO	1.0	score	UO
sample_2155	Phenotyping	8.25	score	UO		score	UO	2.75	score	UO
sample_2156	Phenotyping	8.25	score	UO		score	UO	2.75	score	UO
sample_2157	Phenotyping	14.4	score	UO		score	UO	3.5	score	UO
sample_2158	Phenotyping	10.3125	score	UO		score	UO	4.5	score	UO
sample_2159	Phenotyping	13.125	score	UO		score	UO	4.5	score	UO
sample_216	Phenotyping	29.0	score	UO		score	UO		score	UO
sample_2160	Phenotyping	11.725	score	UO		score	UO	3.75	score	UO
sample_2161	Phenotyping	14.0625	score	UO		score	UO	3.5	score	UO
sample_2162	Phenotyping	16.4	score	UO		score	UO	3.5	score	UO
sample_2163	Phenotyping	18.0625	score	UO		score	UO	4.0	score	UO
sample_2164	Phenotyping	11.0	score	UO		score	UO	1.75	score	UO
sample_2165	Phenotyping	12.375	score	UO		score	UO	1.75	score	UO
sample_2166	Phenotyping	11.375	score	UO		score	UO	1.0	score	UO
sample_2167	Phenotyping	3.4375	score	UO		score	UO	1.75	score	UO
sample_2168	Phenotyping	0.55	score	UO		score	UO	1.75	score	UO
sample_2169	Phenotyping	1.5125	score	UO		score	UO	4.75	score	UO
sample_217	Phenotyping	18.75	score	UO		score	UO		score	UO
sample_2170	Phenotyping	6.75	score	UO		score	UO	1.75	score	UO
sample_2171	Phenotyping	11.0	score	UO		score	UO	1.75	score	UO
sample_2172	Phenotyping	9.625	score	UO		score	UO	3.25	score	UO
sample_2173	Phenotyping	1.5625	score	UO		score	UO	0.5	score	UO
sample_2174	Phenotyping	0.75	score	UO		score	UO	0.5	score	UO
sample_2175	Phenotyping	1.7	score	UO		score	UO	0.0	score	UO
sample_2176	Phenotyping	0.4375	score	UO		score	UO	1.25	score	UO
sample_2177	Phenotyping	3.75	score	UO		score	UO	1.25	score	UO
sample_2178	Phenotyping	3.15	score	UO		score	UO	0.0	score	UO
sample_2179	Phenotyping	3.15	score	UO		score	UO	2.0	score	UO
sample_218	Phenotyping	22.0	score	UO		score	UO		score	UO
sample_2180	Phenotyping	8.0	score	UO		score	UO	2.0	score	UO
sample_2181	Phenotyping	3.5	score	UO		score	UO	1.5	score	UO
sample_2182	Phenotyping	2.125	score	UO		score	UO	0.5	score	UO
sample_2183	Phenotyping	2.7	score	UO		score	UO	0.5	score	UO
sample_2184	Phenotyping	6.9375	score	UO		score	UO	1.0	score	UO
sample_2185	Phenotyping	4.9	score	UO		score	UO	1.25	score	UO
sample_2186	Phenotyping	1.8	score	UO		score	UO	1.25	score	UO
sample_2187	Phenotyping	5.25	score	UO		score	UO	1.0	score	UO
sample_2188	Phenotyping	17.5	score	UO		score	UO	0.5	score	UO
sample_2189	Phenotyping	13.8125	score	UO		score	UO	0.5	score	UO
sample_219	Phenotyping	10.3888888888889	score	UO		score	UO		score	UO
sample_2190	Phenotyping	14.625	score	UO		score	UO	4.5	score	UO
sample_2191	Phenotyping	0.7	score	UO		score	UO	1.75	score	UO
sample_2192	Phenotyping	0.75	score	UO		score	UO	1.75	score	UO
sample_2193	Phenotyping	2.5	score	UO		score	UO	1.75	score	UO
sample_2194	Phenotyping	5.7	score	UO		score	UO	1.25	score	UO
sample_2195	Phenotyping	9.625	score	UO		score	UO	1.25	score	UO
sample_2196	Phenotyping	6.65	score	UO		score	UO	1.25	score	UO
sample_2197	Phenotyping	1.0	score	UO		score	UO	4.0	score	UO
sample_2198	Phenotyping	3.3	score	UO		score	UO	4.0	score	UO
sample_2199	Phenotyping	9.1	score	UO		score	UO	3.75	score	UO
sample_22	Phenotyping	7.75	score	UO		score	UO		score	UO
sample_220	Phenotyping	15.6222222222222	score	UO		score	UO		score	UO
sample_2200	Phenotyping	12.0	score	UO		score	UO	3.0	score	UO
sample_2201	Phenotyping	2.3125	score	UO		score	UO	3.0	score	UO
sample_2202	Phenotyping	8.125	score	UO		score	UO	4.75	score	UO
sample_2203	Phenotyping	6.5	score	UO		score	UO	0.5	score	UO
sample_2204	Phenotyping	7.8	score	UO		score	UO	0.5	score	UO
sample_2205	Phenotyping	9.4	score	UO		score	UO	4.25	score	UO
sample_2206	Phenotyping	2.325	score	UO		score	UO	3.0	score	UO
sample_2207	Phenotyping	1.3125	score	UO		score	UO	3.0	score	UO
sample_2208	Phenotyping	8.1	score	UO		score	UO	1.5	score	UO
sample_2209	Phenotyping	3.4375	score	UO		score	UO	4.0	score	UO
sample_221	Phenotyping	32.7222222222222	score	UO		score	UO		score	UO
sample_2210	Phenotyping	1.0	score	UO		score	UO	4.0	score	UO
sample_2211	Phenotyping	2.1	score	UO		score	UO	4.5	score	UO
sample_2212	Phenotyping	9.45	score	UO		score	UO	1.25	score	UO
sample_2213	Phenotyping	6.75	score	UO		score	UO	1.25	score	UO
sample_2214	Phenotyping	4.9	score	UO		score	UO	0.75	score	UO
sample_2215	Phenotyping	4.95	score	UO		score	UO	1.25	score	UO
sample_2216	Phenotyping	5.225	score	UO		score	UO	1.25	score	UO
sample_2217	Phenotyping	1.03125	score	UO		score	UO	0.5	score	UO
sample_2218	Phenotyping	8.75	score	UO		score	UO	3.75	score	UO
sample_2219	Phenotyping	17.0	score	UO		score	UO	3.75	score	UO
sample_222	Phenotyping	19.8333333333333	score	UO		score	UO		score	UO
sample_2220	Phenotyping	14.35	score	UO		score	UO	3.25	score	UO
sample_2221	Phenotyping	2.8	score	UO		score	UO	1.75	score	UO
sample_2222	Phenotyping	2.4	score	UO		score	UO	1.75	score	UO
sample_2223	Phenotyping	5.6	score	UO		score	UO	0.75	score	UO
sample_2224	Phenotyping	5.55	score	UO		score	UO	3.5	score	UO
sample_2225	Phenotyping	12.25	score	UO		score	UO	3.5	score	UO
sample_2226	Phenotyping	7.5625	score	UO		score	UO	2.75	score	UO
sample_2227	Phenotyping	17.0	score	UO		score	UO	11.5	score	UO
sample_2228	Phenotyping	11.375	score	UO		score	UO	11.5	score	UO
sample_2229	Phenotyping	7.6375	score	UO		score	UO	6.0	score	UO
sample_223	Phenotyping	9.86	score	UO		score	UO		score	UO
sample_2230	Phenotyping	3.0	score	UO		score	UO	1.75	score	UO
sample_2231	Phenotyping	1.8	score	UO		score	UO	1.75	score	UO
sample_2232	Phenotyping	0.2625	score	UO		score	UO	0.5	score	UO
sample_2233	Phenotyping	3.7375	score	UO		score	UO	4.75	score	UO
sample_2234	Phenotyping	2.5	score	UO		score	UO	4.75	score	UO
sample_2235	Phenotyping	2.31	score	UO		score	UO	5.75	score	UO
sample_2236	Phenotyping	1.65	score	UO		score	UO	2.75	score	UO
sample_2237	Phenotyping	4.725	score	UO		score	UO	2.75	score	UO
sample_2238	Phenotyping	6.3	score	UO		score	UO	4.5	score	UO
sample_2239	Phenotyping	5.875	score	UO		score	UO	1.75	score	UO
sample_224	Phenotyping	7.58333333333333	score	UO		score	UO		score	UO
sample_2240	Phenotyping	3.45	score	UO		score	UO	1.75	score	UO
sample_2241	Phenotyping	7.05	score	UO		score	UO	1.5	score	UO
sample_2242	Phenotyping	0.65	score	UO		score	UO	1.5	score	UO
sample_2243	Phenotyping	0.7	score	UO		score	UO	1.5	score	UO
sample_2244	Phenotyping	0.75	score	UO		score	UO	0.5	score	UO
sample_2245	Phenotyping	4.875	score	UO		score	UO	0.5	score	UO
sample_2246	Phenotyping	0.84	score	UO		score	UO	0.5	score	UO
sample_2247	Phenotyping	9.1	score	UO		score	UO	0.25	score	UO
sample_2248	Phenotyping	1.75	score	UO		score	UO	2.0	score	UO
sample_2249	Phenotyping	0.3125	score	UO		score	UO	2.0	score	UO
sample_225	Phenotyping	16.1777777777778	score	UO		score	UO		score	UO
sample_2250	Phenotyping	3.25	score	UO		score	UO	2.0	score	UO
sample_2251	Phenotyping	0.39375	score	UO		score	UO	0.5	score	UO
sample_2252	Phenotyping	0.4	score	UO		score	UO	0.5	score	UO
sample_2253	Phenotyping	2.0	score	UO		score	UO	2.5	score	UO
sample_2254	Phenotyping	6.125	score	UO		score	UO	2.5	score	UO
sample_2255	Phenotyping	7.3125	score	UO		score	UO	2.5	score	UO
sample_2256	Phenotyping	15.75	score	UO		score	UO	3.25	score	UO
sample_2257	Phenotyping	3.1625	score	UO		score	UO	10.75	score	UO
sample_2258	Phenotyping	7.35	score	UO		score	UO	10.75	score	UO
sample_2259	Phenotyping	5.5	score	UO		score	UO	4.5	score	UO
sample_226	Phenotyping	13.5333333333333	score	UO		score	UO		score	UO
sample_2260	Phenotyping	5.25	score	UO		score	UO	2.25	score	UO
sample_2261	Phenotyping	5.7	score	UO		score	UO	2.25	score	UO
sample_2262	Phenotyping	13.125	score	UO		score	UO	3.5	score	UO
sample_2263	Phenotyping	17.0	score	UO		score	UO	4.0	score	UO
sample_2264	Phenotyping	9.0	score	UO		score	UO	4.0	score	UO
sample_2265	Phenotyping	15.9375	score	UO		score	UO	6.0	score	UO
sample_2266	Phenotyping	2.08	score	UO		score	UO	1.75	score	UO
sample_2267	Phenotyping	1.28125	score	UO		score	UO	1.75	score	UO
sample_2268	Phenotyping	2.2	score	UO		score	UO	2.0	score	UO
sample_2269	Phenotyping	0.075	score	UO		score	UO	0.5	score	UO
sample_227	Phenotyping	18.3333333333333	score	UO		score	UO		score	UO
sample_2270	Phenotyping	0.6	score	UO		score	UO	0.5	score	UO
sample_2271	Phenotyping	2.1	score	UO		score	UO	0.25	score	UO
sample_2272	Phenotyping	8.125	score	UO		score	UO	10.0	score	UO
sample_2273	Phenotyping	7.0	score	UO		score	UO	10.0	score	UO
sample_2274	Phenotyping	5.2	score	UO		score	UO	4.75	score	UO
sample_2275	Phenotyping	0.7	score	UO		score	UO	2.5	score	UO
sample_2276	Phenotyping	2.625	score	UO		score	UO	2.5	score	UO
sample_2277	Phenotyping	7.2	score	UO		score	UO	2.75	score	UO
sample_2278	Phenotyping	4.2	score	UO		score	UO	2.5	score	UO
sample_2279	Phenotyping	4.75	score	UO		score	UO	2.5	score	UO
sample_228	Phenotyping	17.8888888888889	score	UO		score	UO		score	UO
sample_2280	Phenotyping	4.375	score	UO		score	UO	1.75	score	UO
sample_2281	Phenotyping	2.1	score	UO		score	UO	4.0	score	UO
sample_2282	Phenotyping	0.175	score	UO		score	UO	4.0	score	UO
sample_2283	Phenotyping	8.0	score	UO		score	UO	6.0	score	UO
sample_2284	Phenotyping	1.3	score	UO		score	UO	4.0	score	UO
sample_2285	Phenotyping	4.8	score	UO		score	UO	4.0	score	UO
sample_2286	Phenotyping	4.75	score	UO		score	UO	2.75	score	UO
sample_2287	Phenotyping	1.5	score	UO		score	UO	6.75	score	UO
sample_2288	Phenotyping	1.925	score	UO		score	UO	6.75	score	UO
sample_2289	Phenotyping	3.15	score	UO		score	UO	1.25	score	UO
sample_229	Phenotyping	24.8888888888889	score	UO		score	UO		score	UO
sample_2290	Phenotyping	1.125	score	UO		score	UO	3.0	score	UO
sample_2291	Phenotyping	1.0	score	UO		score	UO	3.0	score	UO
sample_2292	Phenotyping	0.9375	score	UO		score	UO	3.5	score	UO
sample_2293	Phenotyping	10.125	score	UO		score	UO	1.5	score	UO
sample_2294	Phenotyping	7.8625	score	UO		score	UO	1.5	score	UO
sample_2295	Phenotyping	9.75	score	UO		score	UO	3.5	score	UO
sample_2296	Phenotyping	3.9375	score	UO		score	UO	2.0	score	UO
sample_2297	Phenotyping	4.4	score	UO		score	UO	2.0	score	UO
sample_2298	Phenotyping	1.0625	score	UO		score	UO	1.75	score	UO
sample_2299	Phenotyping	24.4375	score	UO		score	UO	4.0	score	UO
sample_23	Phenotyping	18.04	score	UO		score	UO		score	UO
sample_230	Phenotyping	26.6944444444444	score	UO		score	UO		score	UO
sample_2300	Phenotyping	9.375	score	UO		score	UO	4.0	score	UO
sample_2301	Phenotyping	13.125	score	UO		score	UO	1.5	score	UO
sample_2302	Phenotyping	3.4375	score	UO		score	UO	0.5	score	UO
sample_2303	Phenotyping	4.5	score	UO		score	UO	0.5	score	UO
sample_2304	Phenotyping	3.75	score	UO		score	UO	0.0	score	UO
sample_2305	Phenotyping	0.25	score	UO		score	UO	1.75	score	UO
sample_2306	Phenotyping	0.0625	score	UO		score	UO	1.75	score	UO
sample_2307	Phenotyping	0.175	score	UO		score	UO	1.25	score	UO
sample_2308	Phenotyping	0.1875	score	UO		score	UO	1.25	score	UO
sample_2309	Phenotyping	0.3	score	UO		score	UO	1.25	score	UO
sample_231	Phenotyping	49.0	score	UO		score	UO		score	UO
sample_2310	Phenotyping	0.5	score	UO		score	UO	1.5	score	UO
sample_2311	Phenotyping	5.6	score	UO		score	UO	5.75	score	UO
sample_2312	Phenotyping	5.0	score	UO		score	UO	5.75	score	UO
sample_2313	Phenotyping	5.625	score	UO		score	UO	4.0	score	UO
sample_2314	Phenotyping	4.125	score	UO		score	UO	0.25	score	UO
sample_2315	Phenotyping	0.375	score	UO		score	UO	0.25	score	UO
sample_2316	Phenotyping	5.25	score	UO		score	UO	2.5	score	UO
sample_2317	Phenotyping	3.15	score	UO		score	UO	7.25	score	UO
sample_2318	Phenotyping	0.9375	score	UO		score	UO	7.25	score	UO
sample_2319	Phenotyping	0.9625	score	UO		score	UO	2.0	score	UO
sample_232	Phenotyping	11.7555555555556	score	UO		score	UO		score	UO
sample_2320	Phenotyping	12.75	score	UO		score	UO	3.5	score	UO
sample_2321	Phenotyping	16.0	score	UO		score	UO	3.5	score	UO
sample_2322	Phenotyping	7.35	score	UO		score	UO	1.25	score	UO
sample_2323	Phenotyping	3.5	score	UO		score	UO	1.25	score	UO
sample_2324	Phenotyping	1.7	score	UO		score	UO	1.25	score	UO
sample_2325	Phenotyping	0.4	score	UO		score	UO	0.25	score	UO
sample_2326	Phenotyping	6.45	score	UO		score	UO	4.0	score	UO
sample_2327	Phenotyping	6.1875	score	UO		score	UO	4.0	score	UO
sample_2328	Phenotyping	7.6375	score	UO		score	UO	4.25	score	UO
sample_2329	Phenotyping	0.2625	score	UO		score	UO	2.75	score	UO
sample_233	Phenotyping	12.4666666666667	score	UO		score	UO		score	UO
sample_2330	Phenotyping	0.0625	score	UO		score	UO	2.75	score	UO
sample_2331	Phenotyping	0.26	score	UO		score	UO	0.25	score	UO
sample_2332	Phenotyping	3.38	score	UO		score	UO	2.25	score	UO
sample_2333	Phenotyping	1.14	score	UO		score	UO	2.25	score	UO
sample_2334	Phenotyping	8.525	score	UO		score	UO	1.0	score	UO
sample_2335	Phenotyping	3.0	score	UO		score	UO	1.0	score	UO
sample_2336	Phenotyping	1.55	score	UO		score	UO	1.0	score	UO
sample_2337	Phenotyping	8.6125	score	UO		score	UO	4.0	score	UO
sample_2338	Phenotyping	0.9625	score	UO		score	UO	1.5	score	UO
sample_2339	Phenotyping	1.0	score	UO		score	UO	1.5	score	UO
sample_234	Phenotyping	14.6944444444444	score	UO		score	UO		score	UO
sample_2340	Phenotyping	1.4	score	UO		score	UO	0.5	score	UO
sample_2341	Phenotyping	0.8	score	UO		score	UO	2.75	score	UO
sample_2342	Phenotyping	0.09375	score	UO		score	UO	2.75	score	UO
sample_2343	Phenotyping	1.0	score	UO		score	UO	2.75	score	UO
sample_2344	Phenotyping	5.775	score	UO		score	UO	2.25	score	UO
sample_2345	Phenotyping	12.1875	score	UO		score	UO	2.25	score	UO
sample_2346	Phenotyping	12.375	score	UO		score	UO	5.0	score	UO
sample_2347	Phenotyping	2.625	score	UO		score	UO	1.5	score	UO
sample_2348	Phenotyping	2.475	score	UO		score	UO	1.5	score	UO
sample_2349	Phenotyping	8.0	score	UO		score	UO	0.75	score	UO
sample_235	Phenotyping	3.29333333333333	score	UO		score	UO		score	UO
sample_2350	Phenotyping	2.625	score	UO		score	UO	1.75	score	UO
sample_2351	Phenotyping	4.3875	score	UO		score	UO	1.75	score	UO
sample_2352	Phenotyping	0.8	score	UO		score	UO	3.0	score	UO
sample_2353	Phenotyping	0.675	score	UO		score	UO	0.5	score	UO
sample_2354	Phenotyping	0.075	score	UO		score	UO	0.5	score	UO
sample_2355	Phenotyping	4.0	score	UO		score	UO	0.25	score	UO
sample_2356	Phenotyping	2.8	score	UO		score	UO	1.75	score	UO
sample_2357	Phenotyping	8.25	score	UO		score	UO	1.75	score	UO
sample_2358	Phenotyping	7.95	score	UO		score	UO	1.25	score	UO
sample_2359	Phenotyping	4.1	score	UO		score	UO	2.5	score	UO
sample_236	Phenotyping	3.03333333333333	score	UO		score	UO		score	UO
sample_2360	Phenotyping	7.125	score	UO		score	UO	2.5	score	UO
sample_2361	Phenotyping	3.375	score	UO		score	UO	2.5	score	UO
sample_2362	Phenotyping	27.0	score	UO		score	UO	4.0	score	UO
sample_2363	Phenotyping	28.5	score	UO		score	UO	4.0	score	UO
sample_2364	Phenotyping	38.75	score	UO		score	UO	1.75	score	UO
sample_2365	Phenotyping	7.125	score	UO		score	UO	0.25	score	UO
sample_2366	Phenotyping	3.8	score	UO		score	UO	0.25	score	UO
sample_2367	Phenotyping	8.5	score	UO		score	UO	0.25	score	UO
sample_2368	Phenotyping	0.6	score	UO		score	UO	0.25	score	UO
sample_2369	Phenotyping	0.525	score	UO		score	UO	0.25	score	UO
sample_237	Phenotyping	8.31111111111111	score	UO		score	UO		score	UO
sample_2370	Phenotyping	1.8	score	UO		score	UO	1.75	score	UO
sample_2371	Phenotyping	0.64	score	UO		score	UO	1.25	score	UO
sample_2372	Phenotyping	0.35	score	UO		score	UO	1.25	score	UO
sample_2373	Phenotyping	0.75	score	UO		score	UO	1.25	score	UO
sample_2374	Phenotyping	4.05	score	UO		score	UO	1.75	score	UO
sample_2375	Phenotyping	4.05	score	UO		score	UO	1.75	score	UO
sample_2376	Phenotyping	4.9	score	UO		score	UO	1.75	score	UO
sample_2377	Phenotyping	1.6	score	UO		score	UO	2.25	score	UO
sample_2378	Phenotyping	2.025	score	UO		score	UO	2.25	score	UO
sample_2379	Phenotyping	4.5	score	UO		score	UO	1.0	score	UO
sample_238	Phenotyping	31.0	score	UO		score	UO		score	UO
sample_2380	Phenotyping	0.175	score	UO		score	UO	1.5	score	UO
sample_2381	Phenotyping	0.125	score	UO		score	UO	1.5	score	UO
sample_2382	Phenotyping	0.4	score	UO		score	UO	1.5	score	UO
sample_2383	Phenotyping	2.75	score	UO		score	UO	1.0	score	UO
sample_2384	Phenotyping	1.0	score	UO		score	UO	1.0	score	UO
sample_2385	Phenotyping	5.6	score	UO		score	UO	2.5	score	UO
sample_2386	Phenotyping	2.08	score	UO		score	UO	1.75	score	UO
sample_2387	Phenotyping	4.8125	score	UO		score	UO	1.75	score	UO
sample_2388	Phenotyping	6.0	score	UO		score	UO	1.0	score	UO
sample_2389	Phenotyping	4.95	score	UO		score	UO	2.25	score	UO
sample_239	Phenotyping	24.9722222222222	score	UO		score	UO		score	UO
sample_2390	Phenotyping	11.7	score	UO		score	UO	2.25	score	UO
sample_2391	Phenotyping	5.6	score	UO		score	UO	1.25	score	UO
sample_2392	Phenotyping	6.0	score	UO		score	UO	1.25	score	UO
sample_2393	Phenotyping	5.225	score	UO		score	UO	1.25	score	UO
sample_2394	Phenotyping	9.9875	score	UO		score	UO	1.25	score	UO
sample_2395	Phenotyping	12.1875	score	UO		score	UO	6.5	score	UO
sample_2396	Phenotyping	10.5	score	UO		score	UO	6.5	score	UO
sample_2397	Phenotyping	8.225	score	UO		score	UO	7.0	score	UO
sample_2398	Phenotyping	2.5	score	UO		score	UO	5.75	score	UO
sample_2399	Phenotyping	0.525	score	UO		score	UO	5.75	score	UO
sample_24	Phenotyping	9.22222222222222	score	UO		score	UO		score	UO
sample_240	Phenotyping	39.8611111111111	score	UO		score	UO		score	UO
sample_2400	Phenotyping	2.5	score	UO		score	UO	2.25	score	UO
sample_2401	Phenotyping	20.9444444444444	score	UO	4.25	score	UO		score	UO
sample_2402	Phenotyping	11.0	score	UO	8.5	score	UO		score	UO
sample_2403	Phenotyping	0.95	score	UO	9.25	score	UO		score	UO
sample_2404	Phenotyping	4.81666666666667	score	UO	7.75	score	UO		score	UO
sample_2405	Phenotyping	6.30111111111111	score	UO	4.25	score	UO		score	UO
sample_2406	Phenotyping	7.94444444444444	score	UO	8.25	score	UO		score	UO
sample_2407	Phenotyping	27.2222222222222	score	UO	5.5	score	UO		score	UO
sample_2408	Phenotyping	20.0	score	UO	7.75	score	UO		score	UO
sample_2409	Phenotyping	17.3333333333333	score	UO	7.0	score	UO		score	UO
sample_241	Phenotyping	23.3333333333333	score	UO		score	UO		score	UO
sample_2410	Phenotyping	4.25	score	UO	12.75	score	UO		score	UO
sample_2411	Phenotyping	4.66666666666667	score	UO	12.25	score	UO		score	UO
sample_2412	Phenotyping	0.95	score	UO	9.5	score	UO		score	UO
sample_2413	Phenotyping	19.1666666666667	score	UO	8.25	score	UO		score	UO
sample_2414	Phenotyping	18.9777777777778	score	UO	7.25	score	UO		score	UO
sample_2415	Phenotyping	19.05	score	UO	7.25	score	UO		score	UO
sample_2416	Phenotyping	22.2222222222222	score	UO	16.25	score	UO		score	UO
sample_2417	Phenotyping	7.38888888888889	score	UO	15.75	score	UO		score	UO
sample_2418	Phenotyping	1.25	score	UO	8.0	score	UO		score	UO
sample_2419	Phenotyping	4.06111111111111	score	UO	8.5	score	UO		score	UO
sample_242	Phenotyping	32.0833333333333	score	UO		score	UO		score	UO
sample_2420	Phenotyping	4.32777777777778	score	UO	5.25	score	UO		score	UO
sample_2421	Phenotyping	0.866666666666667	score	UO	7.75	score	UO		score	UO
sample_2422	Phenotyping	22.0	score	UO	8.5	score	UO		score	UO
sample_2423	Phenotyping	17.25	score	UO	15.5	score	UO		score	UO
sample_2424	Phenotyping	0.0	score	UO	7.75	score	UO		score	UO
sample_2425	Phenotyping	8.8	score	UO	6.5	score	UO		score	UO
sample_2426	Phenotyping	4.25	score	UO	5.75	score	UO		score	UO
sample_2427	Phenotyping	0.5	score	UO	4.25	score	UO		score	UO
sample_2428	Phenotyping	12.5	score	UO	8.0	score	UO		score	UO
sample_2429	Phenotyping	3.61666666666667	score	UO	7.25	score	UO		score	UO
sample_243	Phenotyping	32.7222222222222	score	UO		score	UO		score	UO
sample_2430	Phenotyping	0.888888888888889	score	UO		score	UO		score	UO
sample_2431	Phenotyping	12.8777777777778	score	UO	6.0	score	UO		score	UO
sample_2432	Phenotyping	0.0	score	UO	7.25	score	UO		score	UO
sample_2433	Phenotyping	22.0888888888889	score	UO	11.0	score	UO		score	UO
sample_2434	Phenotyping	8.44444444444444	score	UO	7.75	score	UO		score	UO
sample_2435	Phenotyping	11.7555555555556	score	UO	9.75	score	UO		score	UO
sample_2436	Phenotyping	13.4722222222222	score	UO		score	UO		score	UO
sample_2437	Phenotyping	17.6	score	UO	6.0	score	UO		score	UO
sample_2438	Phenotyping	15.9722222222222	score	UO	12.0	score	UO		score	UO
sample_2439	Phenotyping	6.65	score	UO	8.25	score	UO		score	UO
sample_244	Phenotyping	3.39166666666667	score	UO		score	UO		score	UO
sample_2440	Phenotyping	7.0	score	UO	12.75	score	UO		score	UO
sample_2441	Phenotyping	7.79444444444444	score	UO	9.75	score	UO		score	UO
sample_2442	Phenotyping	1.3	score	UO	10.25	score	UO		score	UO
sample_2443	Phenotyping	22.3888888888889	score	UO	28.75	score	UO		score	UO
sample_2444	Phenotyping	20.6666666666667	score	UO	15.25	score	UO		score	UO
sample_2445	Phenotyping	18.6666666666667	score	UO		score	UO		score	UO
sample_2446	Phenotyping	19.5	score	UO	6.0	score	UO		score	UO
sample_2447	Phenotyping	13.4055555555556	score	UO	4.75	score	UO		score	UO
sample_2448	Phenotyping	27.2222222222222	score	UO	10.25	score	UO		score	UO
sample_2449	Phenotyping	17.3555555555556	score	UO	30.25	score	UO		score	UO
sample_245	Phenotyping	1.83333333333333	score	UO		score	UO		score	UO
